Time Detect LP,Time Detect Face,Total
0.123414993286133,2.3043200969696,
0.121822118759155,2.28898167610168,
0.127567768096924,2.1684308052063,
0.120641469955444,2.13447523117065,
0.129905700683594,2.42688798904419,
0.127039670944214,2.17870879173279,
0.121748447418213,2.13925075531006,
0.121222496032715,2.18868732452393,
0.129032135009766,2.21406984329224,
0.128222703933716,2.29535174369812,
0.126121520996094,2.27605509757996,
0.124909639358521,2.16985726356506,
0.125087738037109,2.15733361244202,
0.125118732452393,2.15078282356262,
0.122538805007935,2.10234618186951,
0.127853155136108,2.2837450504303,
0.119855642318726,2.1612274646759,
0.121283292770386,2.1506679058075,
0.119550228118896,2.27829647064209,
0.126283645629883,2.16067814826965,
0.118643283843994,2.1494882106781,
0.124601602554321,2.17341732978821,
0.126696825027466,2.16831493377686,
0.123501777648926,2.19821453094482,
0.121464967727661,2.18272638320923,
0.120093584060669,2.21899962425232,
0.129891633987427,2.22076296806335,
0.120360136032105,2.16901254653931,
0.121684551239014,2.32650661468506,
0.126230001449585,2.33956456184387,
0.121291637420654,2.22081112861633,
0.119852066040039,2.2587742805481,
0.123193025588989,2.33807945251465,
0.128682374954224,2.16307425498962,
0.121921062469482,2.28509378433228,
0.124784469604492,2.34648561477661,
0.128417015075684,2.29730653762817,
0.130422830581665,2.17432808876038,
0.121514081954956,2.14092588424683,
0.12895131111145,2.16060376167297,
0.123442888259888,2.14283275604248,
0.123934984207153,2.30931806564331,
0.120355844497681,2.36622905731201,
0.118073225021362,2.14521551132202,
0.120409727096558,2.16258764266968,
0.121760129928589,2.18897390365601,
0.122440099716187,2.14474368095398,
0.125713109970093,2.18928647041321,
0.123836278915405,2.28993034362793,
0.129616022109985,2.15397644042969,
0.122178792953491,2.28391289710999,
0.121777772903442,2.12231945991516,
0.12403392791748,2.10129976272583,
0.124420881271362,2.09616613388062,
0.126728057861328,2.11560344696045,
0.121243238449097,2.14730858802795,
0.128961801528931,2.24136424064636,
0.128650903701782,2.14346218109131,
0.130350351333618,2.17225956916809,
0.12459659576416,2.15519261360168,
0.127639055252075,2.27156114578247,
0.130070447921753,2.17378711700439,
0.119747161865234,2.14956521987915,
0.128861665725708,2.14436435699463,
0.12874698638916,2.16437172889709,
0.122937440872192,2.14127254486084,
0.1287682056427,2.15841960906982,
0.122402429580688,2.25960659980774,
0.12165641784668,2.19334554672241,
0.121308326721191,2.31513977050781,
0.124947309494019,2.28369235992432,
0.126339912414551,2.20956611633301,
0.123680591583252,2.15254878997803,
0.122279405593872,2.15468287467957,
0.129244804382324,2.25681567192078,
0.127694129943848,2.28846120834351,
0.129858016967773,2.27449584007263,
0.122475385665894,2.4106912612915,
0.125520467758179,2.15630459785461,
0.129296541213989,2.15119767189026,
0.128106117248535,2.2885410785675,
0.126078367233276,2.18686509132385,
0.121748208999634,2.15603399276733,
0.127108335494995,2.29337286949158,
0.124169111251831,2.13123965263367,
0.12319540977478,2.38998317718506,
0.13027024269104,2.2780122756958,
0.12361216545105,2.15402889251709,
0.123512983322144,2.16317129135132,
0.123886108398438,2.28960967063904,
0.122215032577515,2.2153537273407,
0.130059003829956,2.24453353881836,
0.124794244766235,2.20951652526855,
0.121901273727417,2.47123432159424,
0.127603054046631,2.18760418891907,
0.124734878540039,2.11869931221008,
0.126820087432861,2.10285449028015,
0.123178243637085,2.07832717895508,
0.130151510238647,2.18024396896362,
0.130554914474487,2.27253484725952,
0.128980875015259,2.19578695297241,
0.122002363204956,2.131760597229,
0.123363733291626,2.28304171562195,
0.124825954437256,2.10032367706299,
0.122766017913818,2.22754693031311,
0.12528133392334,2.17062449455261,
0.1224684715271,2.25617527961731,
0.121873617172241,2.14539527893066,
0.123055934906006,2.24053549766541,
0.123826265335083,2.20405793190002,
0.122028112411499,2.13398480415344,
0.131228923797607,2.20668911933899,
0.125167846679688,2.13879799842834,
0.123024702072144,2.17690992355347,
0.12115216255188,2.13131904602051,
0.12889838218689,2.18330121040344,
0.128296613693237,2.15308713912964,
0.128700017929077,2.1742091178894,
0.129507541656494,2.31320929527283,
0.128968477249146,2.57553148269653,
0.124201059341431,2.33248662948608,
0.125254392623901,2.25218605995178,
0.12875509262085,2.15489292144775,
0.128005266189575,2.41938853263855,
0.124473333358765,2.15011668205261,
0.12418270111084,2.22593998908997,
0.12241268157959,2.15012311935425,
0.128517389297485,2.27820253372192,
0.123531579971313,2.24882173538208,
0.122221946716309,2.14866471290588,
0.123414516448975,2.17187309265137,
0.126382350921631,2.16818952560425,
0.129121541976929,2.20409250259399,
0.129755735397339,2.0986487865448,
0.12129807472229,2.26793146133423,
0.129164218902588,2.16667008399963,
0.123709678649902,2.14223861694336,
0.126412391662598,2.13944625854492,
0.130625486373901,2.14939785003662,
0.12192702293396,2.13046956062317,
0.125737905502319,2.16472172737122,
0.128098964691162,2.19837737083435,
0.129242658615112,2.16489601135254,
0.121715068817139,2.17603230476379,
0.129075527191162,2.161625623703,
0.128799676895142,2.15207862854004,
0.132817029953003,2.22370839118958,
0.124191045761108,2.15143060684204,
0.125055313110352,2.14871430397034,
0.125558614730835,2.28621196746826,
0.126502752304077,2.1063027381897,
0.12356162071228,2.10403895378113,
0.123910903930664,2.14512801170349,
0.132458686828613,2.19801545143127,
0.130975246429443,2.18968605995178,
0.121718406677246,2.14860820770264,
0.126471519470215,2.13494801521301,
0.124259471893311,2.16711139678955,
0.124504089355469,2.1734733581543,
0.130904912948608,2.16229438781738,
0.126059293746948,2.15442776679993,
0.123380184173584,2.14939165115356,
0.124117136001587,0.498758792877197,
0.126686334609985,2.20754051208496,
0.131459951400757,2.20059990882874,
0.125079154968262,2.38863229751587,
0.124004364013672,2.29213666915894,
0.131557941436768,2.17892122268677,
0.133261203765869,2.32067942619324,
0.13304591178894,2.28678512573242,
0.131842374801636,2.28830599784851,
0.127076148986816,2.15737271308899,
0.12430477142334,2.10247468948364,
0.126105546951294,2.18301129341125,
0.125432729721069,2.12219667434692,
0.128931999206543,2.1780309677124,
0.125959396362305,2.16492223739624,
0.129871129989624,2.18263578414917,
0.126842260360718,2.14799165725708,
0.131465435028076,2.18994975090027,
0.134269714355469,2.16194605827332,
0.124057292938232,2.1487717628479,
0.124816656112671,2.13950300216675,
0.131576061248779,2.17506909370422,
0.126063823699951,2.26533150672913,
0.132209300994873,2.08625054359436,
0.124968528747559,2.12640833854675,
0.125356912612915,2.16317272186279,
0.128579616546631,2.19651532173157,
0.121783971786499,2.2266149520874,
0.132957696914673,2.27699112892151,
0.120652675628662,2.10768604278564,
0.11882209777832,2.14818811416626,
0.125060796737671,2.3095645904541,
0.126563310623169,2.17057251930237,
0.122014284133911,2.21017003059387,
0.123078107833862,2.20250797271729,
0.119432687759399,2.29924082756042,
0.126827478408813,2.15870404243469,
0.12167501449585,2.27866530418396,
0.127516269683838,2.29704546928406,
0.124841928482056,2.19304966926575,
0.122671842575073,2.16289520263672,
0.127996444702148,2.21304869651794,
0.126999855041504,2.1506826877594,
0.124508380889893,2.2716019153595,
0.123178005218506,2.16309881210327,
0.12906551361084,2.22061204910278,
0.121303558349609,2.28879976272583,
0.128761768341064,2.16151881217957,
0.126776456832886,2.2952709197998,
0.12600302696228,2.14735960960388,
0.128247737884521,2.14334869384766,
0.130804061889648,2.2866222858429,
0.128666639328003,2.162358045578,
0.120625257492065,2.17109036445618,
0.12460470199585,2.14325928688049,
0.131224393844605,2.19488668441772,
0.124233245849609,2.13387775421143,
0.127102613449097,2.28135061264038,
0.131279468536377,2.32730031013489,
0.130498647689819,2.27312755584717,
0.124573707580566,2.36037015914917,
0.131423473358154,2.15666055679321,
0.12266731262207,2.41776180267334,
0.120731115341187,2.16557812690735,
0.120052099227905,2.14546775817871,
0.12142276763916,2.14552760124207,
0.122304201126099,2.32969832420349,
0.124312400817871,2.21538877487183,
0.125001668930054,2.16034531593323,
0.125400066375732,2.13986372947693,
0.124191045761108,2.17395234107971,
0.124309301376343,2.21783661842346,
0.132818222045898,2.20067238807678,
0.123756408691406,2.15274977684021,
0.122781276702881,2.40336036682129,
0.121410846710205,2.19215893745422,
0.125989437103271,2.18391489982605,
0.125483989715576,2.17156648635864,
0.133947610855103,2.16501903533936,
0.123608827590942,2.16241574287415,
0.133209466934204,2.19822645187378,
0.131860017776489,2.1984543800354,
0.123790502548218,2.19736051559448,
0.126475811004639,2.23027229309082,
0.125212907791138,2.21613812446594,
0.127543687820435,2.23885226249695,
0.125113964080811,2.17317843437195,
0.123458862304688,2.21198081970215,
0.124381303787231,2.19344401359558,
0.130814075469971,2.25494575500488,
0.133129596710205,2.21176171302795,
0.125878572463989,2.2066125869751,
0.134060621261597,2.15503358840942,
0.129919528961182,2.20432329177856,
0.132386922836304,2.1814296245575,
0.12657618522644,2.15656971931458,
0.132154226303101,2.21719217300415,
0.12435245513916,2.15295767784119,
0.125188112258911,2.18418765068054,
0.130849838256836,2.18912243843079,
0.125519752502441,2.16814851760864,
0.125553369522095,2.28291392326355,
0.124303340911865,2.19629979133606,
0.131654024124146,2.18367505073547,
0.124036312103271,2.21088624000549,
0.134327173233032,2.17233443260193,
0.124447345733643,2.28374743461609,
0.133592844009399,2.2350857257843,
0.123318672180176,2.16795611381531,
0.125647783279419,2.32650279998779,
0.134366035461426,2.23992323875427,
0.123777866363525,2.2091863155365,
0.123917818069458,2.14991211891174,
0.124852657318115,2.17400026321411,
0.124117136001587,2.20547270774841,
0.134875297546387,2.22526359558105,
0.132677793502808,2.21326279640198,
0.123152017593384,2.15706562995911,
0.133976936340332,2.14903926849365,
0.131537914276123,2.17151761054993,
0.121329307556152,2.15880990028381,
0.126143217086792,2.22005915641785,
0.124619007110596,2.11816096305847,
0.132475137710571,2.17556548118591,
0.126088857650757,2.204345703125,
0.134564161300659,2.26055765151978,
0.125185012817383,2.23601841926575,
0.126242399215698,2.25100946426392,
0.124141931533813,2.26177430152893,
0.124032258987427,2.18806791305542,
0.131862878799438,2.14077425003052,
0.133522987365723,2.22530841827393,
0.134721755981445,2.17992067337036,
0.126251935958862,2.18319725990295,
0.126315355300903,2.17267966270447,
0.124895095825195,2.27881336212158,
0.134233474731445,2.23843789100647,
0.126699686050415,2.2046217918396,
0.123227834701538,2.17706227302551,
0.132110595703125,2.13474559783936,
0.133180618286133,2.18514227867126,
0.13317346572876,2.14146089553833,
0.133748054504395,2.19621324539185,
0.126311540603638,2.11085414886475,
0.12625002861023,2.10727477073669,
0.131807327270508,2.13824391365051,
0.126286029815674,2.16613483428955,
0.132346153259277,2.25189447402954,
0.133011341094971,2.16182899475098,
0.132415056228638,2.17430734634399,
0.125949859619141,2.1973123550415,
0.130139350891113,2.15463924407959,
0.132386684417725,2.27612638473511,
0.126471996307373,2.22794318199158,
0.125610828399658,2.33445048332214,
0.127304315567017,2.21895837783813,
0.128188610076904,2.13905644416809,
0.126707553863525,2.1538200378418,
0.128146886825562,2.15225028991699,
0.129076719284058,2.18284153938293,
0.128660917282105,2.13442802429199,
0.128672122955322,2.15808296203613,
0.125375747680664,2.20799398422241,
0.126280784606934,2.23932862281799,
0.124854803085327,2.2684178352356,
0.127906799316406,2.11729335784912,
0.125228643417358,2.26511693000793,
0.124908447265625,2.26650500297546,
0.125911474227905,2.26297688484192,
0.127407312393188,2.15618777275085,
0.12382984161377,2.1764600276947,
0.13147234916687,2.20636463165283,
0.126333236694336,2.13831949234009,
0.132818222045898,2.16892886161804,
0.12710165977478,2.28351545333862,
0.12726616859436,2.29632759094238,
0.13077712059021,2.20683455467224,
0.123355150222778,2.18299722671509,
0.131579875946045,2.29007792472839,
0.131876707077026,2.1735668182373,
0.126018524169922,2.17087316513062,
0.132715940475464,2.27036499977112,
0.127342224121094,2.25887131690979,
0.12550163269043,2.28016138076782,
0.127687931060791,2.28833723068237,
0.128041744232178,2.13516807556152,
0.126452922821045,2.18442153930664,
0.135370254516602,2.1734561920166,
0.131407499313355,2.19438219070435,
0.125452756881714,2.19900274276733,
0.127678394317627,2.15628147125244,
0.127279996871948,2.19476938247681,
0.134567737579346,2.15451574325562,
0.127437829971313,2.11697793006897,
0.132449626922607,2.21433067321777,
0.127106189727783,2.18344497680664,
0.128384351730347,2.30216908454895,
0.130739212036133,2.18352246284485,
0.12620210647583,2.14071226119995,
0.127199649810791,2.16933393478394,
0.134445667266846,2.1821870803833,
0.134085893630981,2.14731621742249,
0.125885963439941,2.22504353523254,
0.134820938110352,2.27969932556152,
0.133702039718628,2.15640807151794,
0.126092910766602,2.15877294540405,
0.126963615417481,2.1686372756958,
0.126200199127197,2.40583610534668,
0.141568899154663,2.30666160583496,
0.137262582778931,2.28746271133423,
0.141128540039063,2.27656745910645,
0.131592750549316,2.3878288269043,
0.131103038787842,2.11200714111328,
0.12486743927002,2.15212678909302,
0.128659963607788,2.1451849937439,
0.125427007675171,2.2891571521759,
0.126525402069092,2.12219429016113,
0.130913496017456,2.22654461860657,
0.124208927154541,2.26664400100708,
0.123832225799561,2.17823600769043,
0.123772382736206,2.17280840873718,
0.128737926483154,2.20078444480896,
0.123329639434814,2.15249300003052,
0.124351739883423,2.17226195335388,
0.124958992004395,2.14088559150696,
0.123944282531738,2.16320753097534,
0.131379842758179,2.15265560150146,
0.124281167984009,2.17412114143372,
0.124355792999268,2.17097520828247,
0.125747203826904,2.27538371086121,
0.124691963195801,2.18337845802307,
0.124300956726074,2.11310601234436,
0.123773813247681,2.11239743232727,
0.126003742218018,2.13226008415222,
0.124365329742432,2.2907931804657,
0.12812352180481,2.16096043586731,
0.12378454208374,2.09417819976807,
0.125653266906738,2.1594090461731,
0.128182888031006,2.14816236495972,
0.129188537597656,2.11947846412659,
0.1264328956604,2.13378596305847,
0.124691963195801,2.11202931404114,
0.12790584564209,2.12842392921448,
0.124198198318481,2.10282135009766,
0.123402833938599,2.14758491516113,
0.125638246536255,2.14595508575439,
0.125979900360107,2.11950778961182,
0.126495838165283,2.1388897895813,
0.12568736076355,2.17918491363525,
0.123580694198608,2.2189564704895,
0.125830888748169,2.26339364051819,
0.124937534332275,2.15106868743896,
0.128929853439331,2.15525650978088,
0.132169961929321,2.1332643032074,
0.130821704864502,2.11685872077942,
0.124867916107178,2.14390921592712,
0.127510547637939,2.11406970024109,
0.125267028808594,2.10878324508667,
0.132218837738037,2.14036297798157,
0.123393058776855,2.15149068832397,
0.125625371932983,2.15519642829895,
0.131247520446777,2.181147813797,
0.131176948547363,2.15230894088745,
0.125150680541992,2.1720700263977,
0.124594688415527,2.13146185874939,
0.129342317581177,2.18248319625854,
0.131512641906738,2.15331864356995,
0.124807357788086,2.13247394561768,
0.125280857086182,2.11945033073425,
0.12909722328186,2.14443755149841,
0.125278472900391,2.14526462554932,
0.124664545059204,2.09946179389954,
0.124192714691162,2.15777397155762,
0.125948190689087,2.14231872558594,
0.130160808563232,2.14240598678589,
0.126255035400391,2.15579175949097,
0.13063907623291,2.11567759513855,
0.129696846008301,2.15907526016235,
0.125513792037964,2.14221858978271,
0.125140428543091,2.09848737716675,
0.130189895629883,2.16294360160828,
0.124466180801392,2.14933896064758,
0.126013994216919,2.11320018768311,
0.126286029815674,2.14060950279236,
0.125111818313599,2.13807320594788,
0.129995822906494,2.24012470245361,
0.131366014480591,2.15127635002136,
0.126986026763916,2.15927028656006,
0.130581617355347,2.17534327507019,
0.124165773391724,2.14578366279602,
0.124781847000122,2.15263557434082,
0.123955965042114,2.15937662124634,
0.126075983047485,2.15784025192261,
0.127187013626099,2.14217853546143,
0.125648975372314,2.10211563110352,
0.123608589172363,2.1717221736908,
0.125122308731079,2.13011980056763,
0.132217407226563,2.12771105766296,
0.126010417938232,2.13884258270264,
0.13099479675293,2.15662527084351,
0.126593589782715,2.1458911895752,
0.130539894104004,2.08617949485779,
0.128654956817627,2.17188954353333,
0.125088691711426,2.16249752044678,
0.130543947219849,2.20115351676941,
0.127578973770142,2.29345417022705,
0.126854419708252,2.10128498077393,
0.131417274475098,2.15321660041809,
0.124294519424438,2.14279627799988,
0.129725456237793,2.17402720451355,
0.126490831375122,2.15697598457336,
0.131130218505859,2.17313075065613,
0.125481843948364,2.13120532035828,
0.131855487823486,2.08507370948791,
0.125580310821533,2.18132066726685,
0.125056982040405,2.16581583023071,
0.132426261901856,2.15198993682861,
0.124001026153564,2.13863348960876,
0.1261305809021,2.16376328468323,
0.124457120895386,2.07970523834229,
0.125497102737427,2.0958354473114,
0.125247478485107,2.10963416099548,
0.125079154968262,2.1474437713623,
0.123938322067261,2.1686098575592,
0.131309032440186,2.18809199333191,
0.125820636749268,2.10157537460327,
0.124589920043945,2.29025650024414,
0.132212162017822,2.13812851905823,
0.133871555328369,2.14834523200989,
0.123428344726563,2.18139791488647,
0.124577045440674,2.15747356414795,
0.127371549606323,2.23133969306946,
0.133764266967773,2.23332786560059,
0.12817120552063,2.164794921875,
0.129595518112183,2.15641307830811,
0.133572578430176,2.30120968818665,
0.128889083862305,2.20933842658997,
0.130003929138184,2.21199202537537,
0.135258674621582,2.13191533088684,
0.134871244430542,2.13889765739441,
0.134322643280029,2.14104676246643,
0.127599954605103,2.11840653419495,
0.128246545791626,2.14486122131348,
0.126827239990234,2.15456318855286,
0.128109455108643,2.10791492462158,
0.129790306091309,2.15874171257019,
0.128147125244141,2.54747009277344,
0.128108501434326,2.11063814163208,
0.129423141479492,2.15965700149536,
0.135008573532105,2.31010913848877,
0.131396532058716,2.18261480331421,
0.13610053062439,2.16840171813965,
0.125596761703491,2.31749606132507,
0.130064010620117,2.11520767211914,
0.128530263900757,2.14906978607178,
0.1270432472229,2.10444402694702,
0.12772274017334,2.25105500221252,
0.132376670837402,2.19668078422546,
0.133327484130859,2.15865206718445,
0.133612871170044,2.22663402557373,
0.126054525375366,2.10150527954102,
0.129266500473022,2.13951516151428,
0.134790182113647,2.20951747894287,
0.128458023071289,2.13292217254639,
0.129633665084839,2.13495445251465,
0.12954044342041,2.10049343109131,
0.126426696777344,2.16920280456543,
0.132518291473389,2.16380715370178,
0.126661062240601,2.15290594100952,
0.134032964706421,2.16356730461121,
0.134303331375122,2.1409547328949,
0.128016948699951,2.14634871482849,
0.133776664733887,2.16893696784973,
0.128746747970581,2.14348769187927,
0.132949113845825,2.15272808074951,
0.130818367004395,2.09558582305908,
0.134178876876831,2.20377993583679,
0.133833646774292,2.32074975967407,
0.134485960006714,2.15847301483154,
0.127332925796509,2.10097527503967,
0.132696151733398,2.16843247413635,
0.129539966583252,2.13738059997559,
0.129772424697876,2.15588021278381,
0.129304885864258,2.17894840240479,
0.133720874786377,2.18715691566467,
0.135331630706787,2.1397385597229,
0.13332724571228,2.1646990776062,
0.133869171142578,2.18274092674255,
0.136122703552246,2.16206240653992,
0.132429599761963,2.16904783248901,
0.135502576828003,2.21039175987244,
0.135257005691528,2.22739958763123,
0.129900217056274,2.17363905906677,
0.127435445785522,2.15003085136414,
0.133928775787354,2.19581198692322,
0.134824752807617,2.17599034309387,
0.135281801223755,2.31339550018311,
0.127428770065308,2.12104535102844,
0.127494812011719,2.18910193443298,
0.134941101074219,2.19921660423279,
0.128742456436157,2.16810441017151,
0.133373975753784,2.13748455047607,
0.128391981124878,2.15691685676575,
0.134179353713989,2.1605806350708,
0.126717567443848,2.1560800075531,
0.132881164550781,2.14526891708374,
0.131926774978638,2.14668321609497,
0.127922534942627,2.12684655189514,
0.12879490852356,2.16110730171204,
0.125475883483887,2.28672528266907,
0.133627653121948,2.20644092559814,
0.134881496429443,2.21907043457031,
0.127331733703613,2.16059613227844,
0.127022981643677,2.23585438728333,
0.134280443191528,2.25600957870483,
0.128139019012451,2.19143390655518,
0.129242658615112,2.16657543182373,
0.128767490386963,2.15543651580811,
0.133638620376587,2.15526461601257,
0.133617639541626,2.15979671478271,
0.134533643722534,2.19078612327576,
0.128989934921265,2.165935754776,
0.127926111221313,2.15826058387756,
0.127843856811523,2.27240753173828,
0.135088920593262,2.26136302947998,
0.135062694549561,2.21993279457092,
0.127076387405396,2.27633261680603,
0.133054733276367,2.1703519821167,
0.127332925796509,2.15878891944885,
0.127089023590088,2.20023250579834,
0.134871482849121,2.20153522491455,
0.136090040206909,2.20407581329346,
0.128576517105103,2.14149498939514,
0.133701324462891,2.15037846565247,
0.129907131195068,2.15742087364197,
0.126760482788086,2.16363596916199,
0.127132177352905,2.16826367378235,
0.126073122024536,2.14692831039429,
0.127782583236694,2.24226665496826,
0.127776622772217,2.13689422607422,
0.133355379104614,2.16909718513489,
0.128544092178345,2.18867969512939,
0.133993864059448,2.19133830070496,
0.128529071807861,2.15760040283203,
0.128771305084229,2.17571806907654,
0.129018306732178,2.19241809844971,
0.123927593231201,2.18627381324768,
0.127676248550415,2.13183903694153,
0.1265869140625,2.16692709922791,
0.129468679428101,2.13762879371643,
0.131832838058472,2.17115879058838,
0.12699294090271,2.14465522766113,
0.127866268157959,2.10161161422729,
0.126061916351318,2.16629266738892,
0.126726865768433,2.20819282531738,
0.131736755371094,2.14149522781372,
0.129158496856689,2.16395616531372,
0.12436318397522,2.19596934318542,
0.126820087432861,2.1904308795929,
0.13418173789978,2.1607129573822,
0.125683307647705,2.15113210678101,
0.12734866142273,2.22064828872681,
0.13206148147583,2.11465573310852,
0.129140138626099,2.1418833732605,
0.124471664428711,2.10534596443176,
0.134512186050415,2.1794855594635,
0.128754615783691,2.10455226898193,
0.132605075836182,2.16956281661987,
0.129506349563599,2.16078066825867,
0.131224870681763,2.13155126571655,
0.127076148986816,2.19788575172424,
0.131776571273804,2.15032458305359,
0.131397485733032,2.15193510055542,
0.129715919494629,2.24264430999756,
0.123915195465088,2.26143622398376,
0.127407789230347,2.10711431503296,
0.128732681274414,2.10356092453003,
0.132693767547607,2.14975714683533,
0.1322340965271,2.29426789283752,
0.127753019332886,2.15513634681702,
0.136459589004517,2.15988564491272,
0.130227565765381,2.15989255905151,
0.125153541564941,2.16320705413818,
0.1328125,2.13072347640991,
0.128796339035034,2.14605259895325,
0.134296894073486,2.16737365722656,
0.126986026763916,2.28639245033264,
0.131645917892456,2.18085265159607,
0.125177145004272,2.1564314365387,
0.131699562072754,2.20094466209412,
0.131144762039185,2.16396594047546,
0.133046865463257,2.14799737930298,
0.135278940200806,2.14998364448547,
0.129989385604858,2.12694191932678,
0.1318359375,2.16313672065735,
0.126538991928101,2.15064573287964,
0.124200344085693,2.2580738067627,
0.128563165664673,2.10466003417969,
0.131092071533203,2.15228939056396,
0.133527994155884,2.19679188728333,
0.137069463729858,2.20646834373474,
0.126888513565063,2.1396176815033,
0.132834434509277,2.15706515312195,
0.129294157028198,2.13062620162964,
0.127360343933106,2.09934520721436,
0.136799573898315,2.17980027198791,
0.128579616546631,2.14812731742859,
0.133066654205322,2.15168166160583,
0.129522800445557,2.10304927825928,
0.13934588432312,2.15086674690247,
0.131958246231079,2.14609742164612,
0.129122972488403,2.17167115211487,
0.128674507141113,2.14500546455383,
0.126709699630737,2.1640477180481,
0.129324436187744,2.18597841262817,
0.128427505493164,2.14429926872253,
0.128442287445068,2.19243812561035,
0.130728483200073,2.17651033401489,
0.134276866912842,2.15332818031311,
0.126545429229736,2.15229249000549,
0.132771492004395,2.15260767936707,
0.135392904281616,2.1787965297699,
0.127032995223999,2.14826488494873,
0.127499103546143,2.14390563964844,
0.133872509002686,2.16859698295593,
0.133692026138306,2.15107655525208,
0.139366388320923,2.16513419151306,
0.127944946289063,2.14527297019958,
0.133651733398438,2.14925861358643,
0.129071235656738,2.1602475643158,
0.131742715835571,2.19038009643555,
0.147444725036621,2.20958805084229,
0.130079507827759,2.1085512638092,
0.127846002578735,2.12553358078003,
16.5502984523773,16.9408288002014,
0.129018783569336,2.4064667224884,
0.133976697921753,2.12780499458313,
0.125063896179199,2.12312984466553,
0.129539012908936,2.22021079063416,
0.130905151367188,2.47479176521301,
0.127934217453003,2.08917093276978,
0.126963376998901,2.16308879852295,
0.124572515487671,2.11444354057312,
0.238701581954956,2.28656768798828,
0.125370025634766,2.15042161941528,
0.132529973983765,2.29036641120911,
0.125661134719849,2.16095638275146,
0.131044626235962,2.21939373016357,
0.125005960464478,2.22061467170715,
0.131425857543945,2.15768957138062,
0.12969446182251,2.14099049568176,
0.124273300170898,2.1595458984375,
0.124759912490845,2.15980458259583,
0.128456830978394,2.19024467468262,
0.236236333847046,2.31572818756104,
0.125319719314575,2.18551230430603,
0.131049871444702,2.16242480278015,
0.12419605255127,2.14769864082336,
0.124723672866821,2.21128416061401,
0.12734580039978,2.19468474388123,
0.126063108444214,2.15898680686951,
0.123624801635742,2.09700226783752,
0.127381563186646,2.17321276664734,
0.126570463180542,2.15378975868225,
0.124418258666992,2.15863823890686,
0.126080274581909,2.14701175689697,
0.127219438552856,2.14995145797729,
0.124647378921509,2.22070598602295,
0.128604412078857,2.10936117172241,
0.124971389770508,2.16005039215088,
0.126553535461426,2.13642168045044,
0.126879930496216,2.13308238983154,
0.130834817886353,2.12460947036743,
0.12712574005127,2.1533420085907,
0.132171869277954,2.15416121482849,
0.126967191696167,2.14424800872803,
0.134710788726807,2.18735289573669,
0.13291597366333,2.25781464576721,
0.13305401802063,2.15560221672058,
0.148558378219605,2.47183990478516,
0.124513149261475,2.496248960495,
0.125908851623535,2.23508977890015,
0.228801488876343,2.25747346878052,
0.127736330032349,2.23809742927551,
0.131040811538696,2.21422934532166,
0.12837553024292,2.26223111152649,
0.128057718276978,2.55114817619324,
0.148593187332153,2.20495581626892,
0.128186702728271,2.15097999572754,
0.125539064407349,2.11992526054382,
0.134143590927124,2.14676856994629,
0.131957054138184,2.14618563652039,
0.134582281112671,2.29443693161011,
0.231866121292114,2.29753041267395,
0.124931335449219,2.34992957115173,
0.125055551528931,2.08076977729797,
0.13126540184021,2.12132000923157,
0.131471395492554,2.26557016372681,
0.13664722442627,2.19459915161133,
0.130363464355469,2.0915994644165,
0.133046388626099,2.30781745910645,
0.126223564147949,2.16522765159607,
0.127679586410522,2.16453719139099,
0.127840995788574,2.17696213722229,
0.12343168258667,2.15302085876465,
0.126627206802368,2.1416347026825,
0.131699800491333,2.14763760566711,
0.132970809936523,2.38182020187378,
0.251238584518433,2.29854941368103,
0.136006116867065,2.39094972610474,
0.129286766052246,2.1618754863739,
0.151750087738037,2.22730565071106,
0.13149619102478,2.24639701843262,
0.12437915802002,2.25678253173828,
0.130867958068848,2.17820978164673,
0.131633281707764,2.29174137115479,
0.133961915969849,2.27928066253662,
0.141735315322876,2.19304037094116,
0.126829147338867,2.36358785629272,
0.126763820648193,2.13830637931824,
0.128830909729004,2.24928832054138,
0.125610113143921,2.08362007141113,
0.126583576202393,2.29727816581726,
0.13390326499939,2.30633211135864,
0.13278603553772,2.28989267349243,
0.147611618041992,2.1957380771637,
0.124502658843994,2.36765956878662,
0.124644041061401,2.17039847373962,
0.125651359558106,2.18084216117859,
0.132501840591431,2.19796109199524,
0.131278514862061,2.16177940368652,
0.123620986938477,2.29070615768433,
0.148486614227295,2.23328685760498,
0.258252382278442,2.38487100601196,
0.12494683265686,2.2058048248291,
0.133817672729492,2.17880177497864,
0.138128757476807,2.21713495254517,
0.147474765777588,2.3623251914978,
0.13557243347168,2.06112957000732,
0.126363277435303,2.14056253433228,
0.123879909515381,2.16089701652527,
0.12733268737793,2.15869474411011,
0.22987699508667,2.28061771392822,
0.131807327270508,2.15160417556763,
0.129061460494995,2.22272825241089,
0.133440732955933,2.16909432411194,
0.125580787658691,2.22712016105652,
0.130996942520142,2.20418262481689,
0.125592231750488,2.18033695220947,
0.23072361946106,2.32626128196716,
0.133650302886963,2.31351590156555,
0.125764608383179,2.21718287467957,
0.123747110366821,2.30734920501709,
0.123669147491455,2.1476104259491,
0.130791902542114,2.28994059562683,
0.123834371566772,2.1402645111084,
0.129185914993286,2.49180197715759,
0.125891923904419,2.35001873970032,
0.125728130340576,2.08790159225464,
0.132514715194702,2.12650227546692,
0.130834341049194,2.25708150863647,
