Time Detect LP,Time Detect Face,Total
0.125962018966675,2.20685696601868,
0.131938934326172,2.18632555007935,
0.133966684341431,2.46501922607422,
0.123133420944214,2.11700820922852,
0.138205289840698,2.30003690719604,
0.129209995269775,2.12749004364014,
0.125135660171509,2.09492635726929,
0.125077247619629,2.30388808250427,
0.242079257965088,2.35675120353699,
0.124950170516968,2.32400822639465,
0.131180763244629,2.36083340644836,
0.127846956253052,2.11466550827026,
0.138425350189209,2.2653956413269,
0.124375343322754,2.10458493232727,
0.124987602233887,2.4064450263977,
0.130639791488647,2.27075147628784,
0.126153230667114,2.12260413169861,
0.133251905441284,2.17378044128418,
0.131398916244507,2.19229555130005,
0.125325679779053,2.31903481483459,
0.23609471321106,2.3345799446106,
0.232445478439331,2.25404262542725,
0.131932020187378,2.20152878761291,
0.126631498336792,2.15331673622131,
0.134195327758789,2.16586184501648,
0.132016658782959,2.19825887680054,
0.1335129737854,2.13888120651245,
0.132259130477905,2.20059776306152,
0.134897232055664,2.16232514381409,
0.131162881851196,2.23403668403625,
0.140227556228638,2.25729560852051,
0.124547243118286,2.25941634178162,
0.229336977005005,2.34968662261963,
0.126725912094116,2.29252862930298,
0.129910469055176,2.18843364715576,
0.129432916641235,2.28182220458984,
0.131187677383423,2.28908371925354,
0.250356912612915,2.28269815444946,
0.126090526580811,2.16880178451538,
0.123925924301147,2.21375012397766,
0.127336740493774,2.14130663871765,
0.124829769134521,2.11501288414001,
0.130749225616455,2.16866111755371,
0.127190828323364,2.18495297431946,
0.131881713867188,2.14825367927551,
0.129555225372314,2.14358878135681,
0.13103175163269,2.1429386138916,
0.124181509017944,2.13602662086487,
0.124132394790649,2.11866855621338,
0.123608350753784,2.1385006904602,
0.123780965805054,2.16167783737183,
0.124983072280884,2.34438610076904,
0.128501176834106,2.28324127197266,
0.134756326675415,2.36330580711365,
0.124746561050415,2.21917581558228,
0.13164210319519,2.19440913200378,
0.132612705230713,2.14195966720581,
0.12544059753418,2.27027201652527,
0.234206438064575,2.37674975395203,
0.130956411361694,2.13820958137512,
0.128431797027588,2.11431479454041,
0.14440131187439,2.25271248817444,
0.12405276298523,2.11184883117676,
0.125890970230103,2.17408323287964,
0.126256227493286,2.18638682365417,
0.124938011169434,2.15098810195923,
0.123164892196655,2.18750357627869,
0.130259990692139,2.16973495483398,
0.132378101348877,2.15525007247925,
0.129129409790039,2.25448656082153,
0.136978626251221,2.32486653327942,
0.125171184539795,2.05499839782715,
0.125823259353638,2.16562724113464,
0.124809503555298,2.18740797042847,
0.131159782409668,2.33996820449829,
0.127997875213623,2.17034864425659,
0.124677419662476,2.16078853607178,
0.124393224716187,2.2129065990448,
0.133007049560547,2.21123719215393,
0.126775026321411,2.15156579017639,
0.236262559890747,2.28616642951965,
0.128276348114014,2.169429063797,
0.125103712081909,2.28773999214172,
0.125188827514648,2.08591604232788,
0.134226083755493,2.15652322769165,
0.131701707839966,2.20952391624451,
0.126109838485718,2.19175410270691,
0.126080989837646,2.27932691574097,
0.123794794082642,2.09216833114624,
0.133152723312378,2.33512187004089,
0.145920991897583,2.18534445762634,
0.126266717910767,2.21217155456543,
0.132585763931274,2.26037549972534,
0.134481430053711,2.32592535018921,
0.13205099105835,2.13590359687805,
0.133067607879639,2.10578894615173,
0.124777793884277,2.26602149009705,
0.124823331832886,2.11383271217346,
0.131705760955811,2.28554630279541,
0.123664855957031,2.17431545257568,
0.135244369506836,2.20663928985596,
0.124244451522827,2.08605861663818,
0.125986576080322,2.22764992713928,
0.13104248046875,2.17541527748108,
0.125231981277466,2.15620374679565,
0.123985290527344,2.14982485771179,
0.133384704589844,2.17467498779297,
0.132731199264526,2.16473245620728,
0.12947154045105,2.15091586112976,
0.123576641082764,2.12472534179687,
0.131700038909912,2.23693299293518,
0.126376152038574,2.14745950698853,
0.124970436096191,2.1676983833313,
0.125753402709961,2.16628909111023,
0.123482942581177,2.159428358078,
0.132861852645874,2.3350248336792,
0.124388694763184,2.16137599945068,
0.124908924102783,2.35125041007996,
0.123979568481445,2.23027849197388,
0.12462306022644,2.14340925216675,
0.133318662643433,2.30214619636536,
0.12527871131897,2.18114519119263,
0.125772714614868,2.12582802772522,
0.127687454223633,2.12594866752625,
0.131388664245606,2.18727207183838,
0.123799562454224,2.31599164009094,
0.24364447593689,2.49107384681702,
0.137212753295898,2.26594066619873,
0.236400842666626,2.31119441986084,
0.132107019424438,2.27011346817017,
0.130954504013062,2.40048670768738,
0.126612186431885,2.15784907341003,
0.125900030136108,2.11690521240234,
0.123501777648926,2.21047902107239,
0.127363681793213,2.08947420120239,
0.130266189575195,2.1547532081604,
0.130082368850708,2.11900448799133,
0.127437591552734,2.14383769035339,
0.126997709274292,2.2230396270752,
0.130808115005493,2.29586243629456,
0.133512735366821,2.14260768890381,
0.130634546279907,2.15302324295044,
0.130698919296265,2.29946208000183,
0.125818014144897,2.14581656455994,
0.131799936294556,2.14030599594116,
0.130635261535645,2.32193946838379,
0.132980108261108,2.28036522865295,
0.123420476913452,2.09066462516785,
0.132050037384033,2.164142370224,
0.124934673309326,2.2736439704895,
0.126653909683228,2.08574223518372,
0.130388498306274,2.10372948646545,
0.132389783859253,2.28547096252441,
0.127892017364502,2.32186365127563,
0.133503675460815,2.16381096839905,
0.132067203521729,2.20671153068542,
0.128885984420776,2.30796504020691,
0.128620386123657,2.30319666862488,
0.129775047302246,2.31854891777039,
0.132175207138062,2.17251992225647,
0.230460166931152,2.29649949073791,
0.131808042526245,2.14199805259705,
0.129487037658691,2.15693664550781,
0.129709243774414,2.15821528434753,
0.12710452079773,2.17460012435913,
0.13269829750061,2.12468910217285,
0.13590407371521,2.20065832138062,
0.129513025283813,2.20155501365662,
0.127153396606445,2.27640867233276,
0.127124071121216,2.12435579299927,
0.125385046005249,2.12101745605469,
0.127232551574707,2.14086604118347,
0.126862049102783,2.09570217132568,
0.133554220199585,2.17661952972412,
0.126512289047241,2.1662609577179,
0.124903202056885,2.1408212184906,
0.126607418060303,2.15777492523193,
0.127434730529785,2.11117768287659,
0.130834579467773,2.10717797279358,
0.129807233810425,2.10301089286804,
0.127325057983398,2.12373900413513,
0.125241994857788,2.17994070053101,
0.126002550125122,2.10946989059448,
0.12805962562561,2.16222739219666,
0.126735687255859,2.16963505744934,
0.132611036300659,2.15966558456421,
0.237295389175415,2.35254454612732,
0.124074220657349,2.11323404312134,
0.125939607620239,2.11238646507263,
0.127009391784668,2.16951012611389,
0.143561124801636,2.26670289039612,
0.133403539657593,2.17579174041748,
0.229597806930542,2.21113586425781,
0.124340295791626,2.15500545501709,
0.124147415161133,2.27235317230225,
0.229257583618164,2.22828793525696,
0.127257823944092,2.19903802871704,
0.126507043838501,2.34410977363586,
0.227251052856445,2.24896049499512,
0.127680540084839,2.14380478858948,
0.124733209609985,2.1215808391571,
0.124780178070068,2.14019751548767,
0.136275053024292,2.29618406295776,
0.125545740127563,2.14560556411743,
0.12501859664917,2.14973831176758,
0.127181529998779,2.18771958351135,
0.132978439331055,2.39470028877258,
0.123875141143799,2.22748351097107,
0.124574899673462,2.22158932685852,
0.124776124954224,2.27240586280823,
0.12330961227417,2.1486988067627,
0.125226020812988,2.10010814666748,
0.12464165687561,2.28547739982605,
0.246809005737305,2.27980923652649,
0.12729287147522,2.09612441062927,
0.127002477645874,2.2829761505127,
0.230536460876465,2.32031321525574,
0.125045537948608,2.20814061164856,
0.126982927322388,2.28716993331909,
0.133899450302124,2.25475311279297,
0.13657021522522,2.09734058380127,
0.126217126846313,2.28453683853149,
0.123790502548218,2.10665273666382,
0.13459849357605,2.27071070671082,
0.132038116455078,2.10600185394287,
0.131052255630493,2.2156081199646,
0.130606889724731,2.22276043891907,
0.134592056274414,2.1424732208252,
0.125405073165894,2.09200572967529,
0.134361505508423,2.45750260353088,
0.144135236740112,2.14399337768555,
0.131687164306641,2.18822145462036,
0.136041164398193,2.20924282073975,
0.125185489654541,2.18441247940063,
0.124789237976074,2.18982648849487,
0.131224393844605,2.17796492576599,
0.125942945480347,2.17496204376221,
0.123069286346436,2.19424915313721,
0.128196716308594,2.17109441757202,
0.130841016769409,2.32436656951904,
0.128344535827637,2.19225215911865,
0.241934537887573,2.28894591331482,
0.128209829330444,2.28126645088196,
0.134950160980225,2.28398323059082,
0.126827001571655,2.15741491317749,
0.129923820495606,2.16783261299133,
0.12970757484436,2.18560385704041,
0.132206916809082,2.27570033073425,
0.127162456512451,2.12343502044678,
0.125389099121094,2.1689453125,
0.130759477615356,2.12287545204163,
0.125674724578857,2.30311441421509,
0.130884647369385,2.16001296043396,
0.12752103805542,2.17118310928345,
0.230125904083252,2.39894580841064,
0.125849485397339,2.1768970489502,
0.131588459014893,2.11772012710571,
0.125013113021851,2.10986280441284,
0.125962257385254,2.17684650421143,
0.126984596252441,2.1607608795166,
0.237884521484375,2.46257567405701,
0.136961460113525,2.24148631095886,
0.137125015258789,2.14387583732605,
0.131635665893555,2.11081027984619,
0.131911993026733,2.27966046333313,
0.124330759048462,2.21231698989868,
0.135221719741821,2.39128303527832,
0.12459397315979,2.23431825637817,
0.128414630889893,2.26329803466797,
0.133597612380981,2.2244770526886,
0.133115530014038,2.12794780731201,
0.131640672683716,2.16491198539734,
0.125614881515503,2.26853919029236,
0.13227653503418,2.09607672691345,
0.123743057250977,2.08211803436279,
0.124676704406738,2.09146618843079,
0.126145124435425,2.11268925666809,
0.130521774291992,2.14802145957947,
0.132169485092163,2.29153561592102,
0.234438419342041,2.37519526481628,
0.136895656585693,2.21684670448303,
0.133785724639893,2.54830050468445,
0.125531196594238,2.14726901054382,
0.126534938812256,2.21796226501465,
0.126482725143433,2.21938681602478,
0.133291482925415,2.27943396568298,
0.132611274719238,2.16889953613281,
0.128324031829834,2.18628215789795,
0.136090755462646,2.2050518989563,
0.128039360046387,2.3108377456665,
0.124725103378296,2.14826035499573,
0.124513387680054,2.19183659553528,
0.122977256774902,2.15654563903809,
0.131744384765625,2.15292882919312,
0.128763198852539,2.28658699989319,
0.132557392120361,2.18947529792786,
0.125193595886231,2.21364736557007,
0.129253387451172,2.21574139595032,
0.129393815994263,2.16941070556641,
0.123769760131836,2.15336513519287,
0.133508682250977,2.15556764602661,
0.124644041061401,2.15729713439941,
0.129373550415039,2.18700098991394,
0.130839824676514,2.14972043037415,
0.124746322631836,2.3175733089447,
0.126927614212036,2.18039083480835,
0.123636484146118,2.17054677009583,
0.126925468444824,2.17636466026306,
0.226843595504761,2.24630737304687,
0.230462312698364,2.30166435241699,
0.133023738861084,2.22459506988525,
0.123392581939697,2.18207764625549,
0.125686168670654,2.23999667167664,
0.123610734939575,2.13557314872742,
0.123555660247803,2.15666174888611,
0.130369663238525,2.10911726951599,
0.124032258987427,2.28586935997009,
0.123817443847656,2.14796876907349,
0.126744747161865,2.16229009628296,
0.132609128952026,2.29278254508972,
0.124348640441895,2.14236354827881,
0.126618385314941,2.21635842323303,
0.124507188796997,2.14264535903931,
0.127346515655518,2.18183588981628,
0.337882518768311,2.39502573013306,
0.130855798721313,2.17443704605103,
0.122499465942383,2.18283152580261,
0.125689506530762,2.16202855110168,
0.123761892318726,2.29277920722961,
0.124552011489868,2.15931749343872,
0.123778581619263,2.15258955955505,
0.126668691635132,2.16180276870728,
0.124683618545532,2.1557195186615,
0.131316661834717,2.15164184570312,
0.129872798919678,2.15360450744629,
0.125119924545288,2.14610981941223,
0.130600452423096,2.21353149414062,
0.12444806098938,2.10620498657227,
0.131758689880371,2.18788623809814,
0.13101601600647,2.16081428527832,
0.124096393585205,2.1262845993042,
0.241658449172974,2.29573607444763,
0.129286050796509,2.17273187637329,
0.134412527084351,2.25651264190674,
0.128588914871216,2.12107348442078,
0.242462635040283,2.27229142189026,
0.125701189041138,2.29302763938904,
0.130758285522461,2.17029905319214,
0.124817848205566,2.17206454277039,
0.128386497497559,2.31767082214355,
0.127218246459961,2.14538764953613,
0.126368045806885,2.14695858955383,
0.12467360496521,2.14804077148437,
0.127166986465454,2.23604273796082,
0.131481170654297,2.27210545539856,
0.13463306427002,2.16388463973999,
0.123474359512329,2.10888624191284,
0.243318557739258,2.54163384437561,
0.126015663146973,2.20118951797485,
0.130379199981689,2.16657066345215,
0.123719930648804,2.27240800857544,
0.127396821975708,2.20915722846985,
0.123385190963745,2.19187521934509,
0.132167816162109,2.38445162773132,
0.132189273834229,2.21365857124329,
0.133206605911255,2.50246596336365,
0.127686977386475,2.36819076538086,
0.126209735870361,2.13323497772217,
0.132085800170898,2.20283484458923,
0.123893260955811,2.1653151512146,
0.133227348327637,2.1863968372345,
0.124594688415527,2.3907642364502,
0.225783824920654,2.27023220062256,
0.12191915512085,2.095463514328,
0.123762130737305,2.21582555770874,
0.13323450088501,2.21007561683655,
0.125227689743042,2.17736196517944,
0.131143093109131,2.20554733276367,
0.133625268936157,2.13569355010986,
0.132492542266846,2.42121171951294,
0.123639583587646,2.21645402908325,
0.1256263256073,2.21195363998413,
0.125986576080322,2.15946578979492,
0.124982357025146,2.17242503166199,
0.132176160812378,2.16500854492187,
0.126246929168701,2.14933156967163,
0.133141040802002,2.16187191009521,
0.123801469802856,2.17003464698791,
0.13377833366394,2.18885207176208,
0.132876873016357,2.34566378593445,
0.126894950866699,2.28975367546082,
0.126588344573975,2.22912955284119,
0.125277042388916,2.26507878303528,
0.125889301300049,2.17185425758362,
0.126434087753296,2.13936424255371,
0.133343696594238,2.13353896141052,
0.125434160232544,2.09413313865662,
0.126108169555664,2.1426248550415,
0.12515115737915,2.12862658500671,
0.135241985321045,2.21929287910461,
0.135079622268677,2.4028115272522,
0.127568006515503,2.14711308479309,
0.239212274551392,2.27595782279968,
0.124898195266724,2.12425136566162,
0.127040147781372,2.14358115196228,
0.13235068321228,2.41444754600525,
0.126090288162231,2.17514038085937,
0.126856565475464,2.20263242721558,
0.124616146087646,2.16715121269226,
0.127473592758179,2.1714141368866,
0.133477926254272,2.13866543769836,
0.124980211257935,2.20790362358093,
0.126958847045898,2.24443769454956,
0.132709503173828,2.16832613945007,
0.138918876647949,2.27213549613953,
0.126170635223389,2.14640617370605,
0.134344339370728,2.23858308792114,
0.125199794769287,2.17155122756958,
0.12542462348938,2.16144943237305,
0.133620023727417,2.19243979454041,
0.132272481918335,2.19883227348328,
0.130409717559814,2.42576169967651,
0.126646280288696,2.12775492668152,
0.127228736877441,2.17153334617615,
0.233051776885986,2.27387571334839,
0.126040697097778,2.12629723548889,
0.13389778137207,2.21329665184021,
0.125988483428955,2.20710754394531,
0.230059862136841,2.31097102165222,
0.232706546783447,2.23347687721252,
0.128761291503906,2.15057611465454,
0.231879472732544,2.20993852615356,
0.126770257949829,2.12159895896912,
0.131858825683594,2.18851065635681,
0.124743938446045,2.10797548294067,
0.126551151275635,2.31377530097961,
0.124592065811157,2.26910018920898,
0.125362157821655,2.15374445915222,
0.132961988449097,2.23165965080261,
0.1265869140625,2.31782865524292,
0.129579782485962,2.12765622138977,
0.132455348968506,2.15713715553284,
0.131900787353516,2.16457891464233,
0.127359390258789,2.13090348243713,
0.132877826690674,2.30123424530029,
0.129024744033813,2.27586030960083,
0.125096559524536,2.25152921676636,
0.12450647354126,2.16059851646423,
0.130695343017578,2.12808036804199,
0.126724004745483,2.29757404327393,
0.13355565071106,2.21379685401916,
0.127197980880737,2.1858127117157,
0.132820844650269,2.27921223640442,
0.131242513656616,2.16183662414551,
0.124339818954468,2.17317152023315,
0.128586769104004,2.1574718952179,
0.126398086547852,2.22539615631104,
0.235033512115479,2.29107713699341,
0.124637603759766,2.20137238502502,
0.131268739700317,2.19043874740601,
0.129456520080566,2.22811055183411,
0.131095170974731,2.1568078994751,
0.230720520019531,2.27450513839722,
0.125927686691284,2.13341808319092,
0.129027843475342,2.25407648086548,
0.133292198181152,2.28764891624451,
0.133524894714356,2.17952227592468,
0.130866527557373,2.29434752464294,
0.124868631362915,2.14638829231262,
0.123379945755005,2.15804409980774,
0.124091148376465,2.31514859199524,
0.125963449478149,2.14115285873413,
0.132573843002319,2.14965319633484,
0.12550163269043,2.30602240562439,
0.129585742950439,2.23278498649597,
0.130890846252441,2.13207793235779,
0.12640380859375,2.39831590652466,
0.45343542098999,2.50766754150391,
0.12652325630188,2.15548467636108,
0.130108833312988,2.29822182655334,
0.130024671554565,2.3351263999939,
0.132593154907227,2.16749310493469,
0.123829126358032,2.13872027397156,
0.126675128936768,2.0914146900177,
0.125156164169312,2.11060929298401,
0.131700277328491,2.19233155250549,
0.124642133712769,2.12937092781067,
0.125012636184692,2.13820457458496,
0.129688024520874,2.15021800994873,
0.129199504852295,2.17156457901001,
0.132136106491089,2.17618107795715,
0.130997180938721,2.21025419235229,
0.124289512634277,2.14159226417541,
0.130664110183716,2.18997669219971,
0.132559061050415,2.13988065719604,
0.132827043533325,2.16236758232117,
0.123708963394165,2.27241468429565,
0.123849391937256,2.16420221328735,
0.232734203338623,2.29135060310364,
0.12343168258667,2.15738487243652,
0.131369590759277,2.16283512115479,
0.125386476516724,2.1402804851532,
0.129680871963501,2.17516541481018,
0.123631715774536,2.22026968002319,
0.126485824584961,2.1988959312439,
0.124985456466675,2.18400907516479,
0.123501539230347,2.08033466339111,
0.125709056854248,2.17861413955688,
0.125264167785645,2.16238164901733,
0.131246328353882,2.15384030342102,
0.131372690200806,2.19015264511108,
0.127250194549561,2.16748070716858,
0.125681877136231,2.10927581787109,
0.122307538986206,2.14767789840698,
0.123401165008545,2.14040565490723,
0.124027490615845,2.17160749435425,
0.126761913299561,2.14482951164246,
0.132363796234131,2.17755722999573,
0.125393390655518,2.14961981773376,
0.126925706863403,2.15904426574707,
0.128362655639648,2.1517767906189,
0.12483549118042,2.16090083122253,
0.128766059875488,2.12777400016785,
0.12475848197937,2.15882444381714,
0.125257730484009,2.15631914138794,
0.125118970870972,2.09982824325562,
0.129730463027954,2.15976715087891,
0.125007390975952,2.1558940410614,
0.130270957946777,2.14974999427795,
0.130072593688965,2.17117404937744,
0.128102779388428,2.1642210483551,
0.125657558441162,2.14720463752747,
0.124370574951172,2.14753603935242,
0.125728845596313,2.09192895889282,
0.123854637145996,2.16771626472473,
0.129529476165771,2.15047931671143,
0.126270532608032,2.16108679771423,
0.131240844726563,2.17380523681641,
0.123567342758179,2.14651131629944,
0.23468804359436,2.40831565856934,
0.340313196182251,2.35372400283813,
0.123951196670532,2.29229497909546,
0.126475334167481,2.08899021148682,
0.129268169403076,2.10416221618652,
0.132266521453857,2.14890837669373,
0.125643730163574,2.14218354225159,
0.125993251800537,2.16511392593384,
0.124796867370605,2.16700863838196,
0.131895065307617,2.1083972454071,
0.124375820159912,2.13481855392456,
0.126370668411255,2.25210309028625,
0.126392126083374,2.14621019363403,
0.13040828704834,2.16635251045227,
0.131587266921997,2.20326137542725,
0.130890369415283,2.15865278244019,
0.131798028945923,2.1825544834137,
0.130035877227783,2.30033779144287,
0.131101608276367,2.27750015258789,
0.124601602554321,2.2003116607666,
0.124407052993774,2.18387937545776,
0.125290870666504,2.15323734283447,
0.131389379501343,2.17249941825867,
0.131189584732056,2.13549375534058,
0.125841379165649,2.28643417358398,
0.130908250808716,2.18075966835022,
0.238081932067871,2.28748250007629,
0.122341156005859,2.13223338127136,
0.130332946777344,2.14865708351135,
0.131212472915649,2.17940878868103,
0.132610321044922,2.15118217468262,
0.131407499313355,2.15198469161987,
0.131131887435913,2.16495728492737,
0.135507583618164,2.17507433891296,
0.123038291931152,2.14198350906372,
0.131413459777832,2.14164280891418,
0.12220025062561,2.14253449440002,
0.123820781707764,2.18886590003967,
0.12299108505249,2.15079164505005,
0.121989965438843,2.1375367641449,
0.131999015808106,2.15425157546997,
0.130164623260498,2.16642832756042,
0.130717754364014,2.14949560165405,
0.131769180297852,2.18055152893066,
0.122598648071289,2.13348603248596,
0.123376846313477,2.15705013275146,
0.130801677703857,2.16419911384583,
0.124003171920776,2.15537476539612,
0.122138738632202,2.14599084854126,
0.131264925003052,2.19179773330688,
0.124355316162109,2.1383228302002,
0.129269599914551,2.17187333106995,
0.126297235488892,2.18555283546448,
0.129959583282471,2.15648818016052,
0.121981382369995,2.1684672832489,
0.132439613342285,2.15865182876587,
0.122560262680054,2.16585373878479,
0.122207641601563,2.30244398117065,
0.128606796264648,2.19049835205078,
0.129559516906738,2.17592120170593,
0.133711338043213,2.14234185218811,
0.120837450027466,2.13875675201416,
0.124360322952271,2.12300062179565,
0.123475790023804,2.15340924263,
0.123639106750488,2.16259622573853,
0.129523038864136,2.18480634689331,
0.131025552749634,2.13092589378357,
0.235154151916504,2.30616736412048,
0.123886108398438,2.13896131515503,
0.127651453018188,2.14796304702759,
0.121967077255249,2.17143702507019,
0.125345468521118,2.13503503799438,
0.125073909759521,2.15459561347961,
0.12800669670105,2.13971900939941,
0.121583700180054,2.12748694419861,
0.126372814178467,2.16199326515198,
0.122200965881348,2.15169239044189,
0.124035358428955,2.13831472396851,
0.122947692871094,2.14151239395142,
0.121843338012695,2.1878023147583,
0.124376773834229,2.15216708183289,
0.125941276550293,2.15467238426208,
0.123801708221436,2.15411043167114,
0.125767707824707,2.17640018463135,
0.225872278213501,2.31000781059265,
0.129485607147217,2.16119241714478,
0.123277902603149,2.11093783378601,
0.125120639801025,2.15637063980103,
0.130754470825195,2.15784311294556,
0.121373653411865,2.16707277297974,
0.12285852432251,2.14631104469299,
0.129502773284912,2.1605498790741,
0.124328851699829,2.20041823387146,
0.122710466384888,2.18619656562805,
0.132717132568359,2.147132396698,
0.124792337417603,2.17138242721558,
0.129853010177612,2.20452380180359,
0.128928422927856,2.19472455978394,
0.125217437744141,2.13642287254333,
0.435352802276611,2.51310276985168,
0.123181104660034,2.16794204711914,
0.125282526016235,2.17893981933594,
0.126154184341431,2.16412329673767,
0.227388620376587,2.28580570220947,
0.123101949691772,2.17340540885925,
0.124207735061646,2.13992738723755,
0.129356145858765,2.16437578201294,
0.12898325920105,2.28552579879761,
0.122057199478149,2.13616323471069,
0.123867034912109,2.22695589065552,
0.124507427215576,2.16815757751465,
0.127660989761353,2.19326400756836,
0.127484560012817,2.19494485855103,
0.125430583953857,2.20429420471191,
0.131230592727661,2.21146392822266,
0.123260974884033,2.18874049186707,
0.124298572540283,2.17546486854553,
0.120768547058105,2.19957041740417,
0.122857093811035,2.13958406448364,
0.124263763427734,2.15356230735779,
0.123172521591187,2.14182901382446,
0.123474359512329,2.20194220542908,
0.13088583946228,2.17885804176331,
0.129982471466064,2.15123605728149,
0.130974531173706,2.18232727050781,
0.130524635314941,2.17667484283447,
0.129129648208618,2.19528341293335,
0.133070945739746,2.20886564254761,
0.122189521789551,2.15702033042908,
0.132850646972656,2.16953063011169,
0.122724771499634,2.3783757686615,
0.125610828399658,2.2143702507019,
0.123292684555054,2.17372179031372,
0.121543407440186,2.35885906219482,
0.137072801589966,2.15954232215881,
0.229134559631348,2.26807260513306,
0.12302827835083,2.16425013542175,
0.121952772140503,2.12840628623962,
0.132985591888428,2.2027645111084,
0.12423038482666,2.18510937690735,
0.122817277908325,2.14398455619812,
0.227294206619263,2.25742077827454,
0.122949838638306,2.17071485519409,
0.121564388275146,2.14329051971436,
0.229388952255249,2.28731226921082,
0.122225761413574,2.31527614593506,
0.125859260559082,2.34339380264282,
0.128848314285278,2.16504502296448,
0.122946262359619,2.2952618598938,
0.128546237945557,2.22317886352539,
0.123169660568237,2.14928007125854,
0.128983974456787,2.1910126209259,
0.125288963317871,2.24868512153625,
0.122467994689941,2.14414858818054,
0.131288766860962,2.18216180801392,
0.123858451843262,2.244633436203,
0.129434108734131,2.32026386260986,
0.123719453811646,2.18478679656982,
0.125001907348633,2.15688800811768,
0.123534679412842,2.06622266769409,
0.124566555023193,2.09721684455872,
0.128814220428467,2.30381321907043,
0.12192964553833,2.14012384414673,
0.12441873550415,2.08890080451965,
0.122527122497559,2.11366438865662,
0.125441074371338,2.14010429382324,
0.128942251205444,2.13448357582092,
0.124223470687866,2.13396883010864,
0.125215768814087,2.12853097915649,
0.129545450210571,2.18868350982666,
0.12785005569458,2.18861246109009,
0.124971628189087,2.13858675956726,
0.125100612640381,2.12932229042053,
0.131390333175659,2.14851188659668,
0.131121397018433,2.15852236747742,
0.122727632522583,2.11324429512024,
0.135166883468628,2.14238166809082,
0.130274772644043,2.31072306632996,
0.128273725509644,2.19279599189758,
0.140676975250244,2.18851685523987,
0.128750562667847,2.17456865310669,
0.122678756713867,2.18544673919678,
0.12934136390686,2.12777733802795,
0.12199330329895,2.17468166351318,
0.12214994430542,2.12730836868286,
0.12537145614624,2.16560316085815,
0.121978521347046,2.13114452362061,
0.141029596328735,2.17519593238831,
0.130733966827393,2.21393942832947,
0.131451606750488,2.20847654342651,
0.122001886367798,2.15370082855225,
0.131144285202026,2.14798021316528,
0.135990619659424,2.17242312431335,
0.12550163269043,2.13507390022278,
0.12979006767273,2.31902647018433,
0.129547834396362,2.21496200561523,
0.125660181045532,2.15935659408569,
0.131877660751343,2.2854220867157,
0.233529329299927,2.2922830581665,
0.125053405761719,2.15238380432129,
0.122713565826416,2.1739137172699,
0.128852844238281,2.12905693054199,
0.130614995956421,2.158855676651,
0.134761333465576,2.16900777816772,
0.130335092544556,2.16575932502747,
0.132745504379272,2.17333102226257,
0.131151676177979,2.13637804985046,
0.122680187225342,2.13112807273865,
0.125585556030273,2.09966349601746,
0.128937005996704,2.17893934249878,
0.129622936248779,2.12825131416321,
0.126369714736938,2.17593383789062,
0.130797386169434,2.15390038490295,
0.129901647567749,2.20896577835083,
0.130623340606689,2.15944170951843,
0.125617742538452,2.17092156410217,
0.133773326873779,2.15296745300293,
0.130523443222046,2.16361260414124,
0.122522354125977,2.18425273895264,
0.121932506561279,2.12804388999939,
0.13005256652832,2.22129368782043,
0.123004913330078,2.17064023017883,
0.125879287719727,2.29970073699951,
0.12601113319397,2.17471146583557,
0.123488187789917,2.16236424446106,
0.130008697509766,2.1482994556427,
0.123159170150757,2.15834665298462,
0.127933502197266,2.21609401702881,
0.125762701034546,2.25086617469788,
0.124885320663452,2.15098357200623,
0.127238273620606,2.16130208969116,
0.128802537918091,2.17749786376953,
0.122329950332642,2.15040230751038,
0.123074293136597,2.1901867389679,
0.131278276443481,2.22174501419067,
0.128433704376221,2.14410209655762,
0.126380205154419,2.15314197540283,
0.130613088607788,2.08006715774536,
0.124756097793579,2.10242700576782,
0.125118970870972,2.1667149066925,
0.227197647094727,2.22271871566772,
0.129868268966675,2.15703654289246,
0.125819206237793,2.15747094154358,
0.123030424118042,2.15737557411194,
0.130417346954346,2.1531298160553,
0.125855207443237,2.14362025260925,
0.123585224151611,2.10589838027954,
0.123686790466309,2.15712952613831,
0.126240015029907,2.14434623718262,
0.123800277709961,2.21654796600342,
0.122536659240723,2.1682345867157,
0.124080657958984,2.13579082489014,
0.124486684799194,2.17778587341309,
0.128516435623169,2.16660404205322,
0.12394905090332,2.1530966758728,
0.125330448150635,2.14788341522217,
0.125721454620361,2.17864871025085,
0.12861704826355,2.16274762153625,
0.129111051559448,2.17176795005798,
0.121274709701538,2.14761066436768,
0.124253511428833,2.22608542442322,
0.124005794525146,2.1529438495636,
0.130470037460327,2.13224673271179,
0.136733770370483,2.18282961845398,
0.122259855270386,2.17309641838074,
0.136590719223022,2.19815301895142,
0.120514631271362,2.16250872612,
0.140962600708008,2.18198156356812,
0.124083518981934,2.14256000518799,
0.122598171234131,2.15742969512939,
0.125195264816284,2.17834496498108,
0.124882221221924,2.13927555084229,
0.133194208145142,2.22317457199097,
0.136599779129028,2.26028656959534,
0.123622894287109,2.11421799659729,
0.12987494468689,2.13941764831543,
0.12397313117981,2.16276097297668,
0.12408971786499,2.09182929992676,
0.131915092468262,2.17515325546265,
0.123650550842285,2.15354585647583,
0.123989820480347,2.28761339187622,
0.135901689529419,2.29054856300354,
0.129826307296753,2.22617769241333,
0.130618810653687,2.24278545379639,
