Time Detect LP,Time Detect Face,Total
0.098223447799683,2.53029108047485,
0.098057508468628,2.50399518013,
0.097649335861206,2.53005170822144,
0.096339464187622,2.52385425567627,
0.10362982749939,2.52816486358643,
0.097999572753906,2.54446506500244,
0.098266124725342,2.51943492889404,
0.105595350265503,2.56382346153259,
0.09727668762207,2.55242156982422,
0.099218845367432,2.56264305114746,
0.098031044006348,2.51579785346985,
0.099368810653687,2.55076503753662,
0.104590654373169,2.55484390258789,
0.107066869735718,2.55146741867065,
0.104631185531616,2.71702766418457,
0.101810455322266,2.56928515434265,
0.098882675170899,2.59214854240417,
0.099507331848145,2.58704042434692,
0.102023601531982,2.58523917198181,
0.101587057113647,2.56305646896362,
0.100327730178833,2.59711813926697,
0.104739665985107,2.66497993469238,
0.103020668029785,2.59562420845032,
0.101350784301758,2.6002676486969,
0.098941326141358,2.53385663032532,
0.104949474334717,2.57162976264954,
0.100426435470581,2.53230810165405,
0.106460809707642,2.58175420761108,
0.098200559616089,2.55054926872253,
0.101507663726807,2.58390784263611,
0.100586891174316,2.54667043685913,
0.099615335464478,2.57967472076416,
0.101009368896484,2.5782642364502,
0.107189655303955,2.60576963424683,
0.106756448745728,2.54424214363098,
0.106449842453003,2.58634567260742,
0.100314617156982,2.52688407897949,
0.100049734115601,2.56960296630859,
0.099545478820801,2.55898690223694,
0.099631071090698,2.57492613792419,
0.10763430595398,2.59877252578735,
0.101340055465698,2.57185339927673,
0.098481416702271,2.57483553886414,
0.103581666946411,2.56544780731201,
0.098758220672608,2.55153465270996,
0.099454879760742,2.55512166023254,
0.10270094871521,2.57704496383667,
0.110262632369995,2.75433945655823,
0.106659173965454,2.60442018508911,
0.098589420318604,2.56463408470154,
0.098071336746216,2.55465388298035,
0.098244428634644,2.55804038047791,
0.108380794525146,2.55078983306885,
0.099816083908081,2.55857801437378,
0.099677562713623,2.64977192878723,
0.098062038421631,2.51488423347473,
0.102219581604004,2.52335643768311,
0.105350971221924,2.56236362457275,
0.098659753799439,2.55177426338196,
0.10619068145752,2.57003402709961,
0.097718715667725,2.56830334663391,
0.099562168121338,2.5680079460144,
0.099244594573975,2.57157492637634,
0.10273814201355,2.56308174133301,
0.108736038208008,2.56535172462463,
0.106132984161377,2.56148076057434,
0.104443073272705,2.58293437957764,
0.107365369796753,2.57580828666687,
0.100437879562378,2.57463765144348,
0.098182916641235,2.58476805686951,
0.106300592422485,2.59543323516846,
0.096802949905396,2.59236836433411,
0.098783493041992,2.5567843914032,
0.099014520645142,2.55867171287537,
0.098936080932617,2.54492235183716,
0.09897255897522,2.5719313621521,
0.105998754501343,2.56157302856445,
0.101814031600952,2.56350922584534,
0.101787567138672,2.60922813415527,
0.107431650161743,2.59511137008667,
0.100375175476074,2.59946942329407,
0.100590229034424,2.56334018707275,
0.099448442459107,2.56993198394775,
0.102955341339111,2.54483723640442,
0.099967002868652,2.55017805099487,
0.100150346755981,2.56094908714294,
0.097789287567139,2.57417845726013,
0.107308149337769,2.55935001373291,
0.10509204864502,2.56543207168579,
0.099178314208984,2.53292870521545,
0.106487035751343,2.56504821777344,
0.099163770675659,2.58828854560852,
0.100670576095581,2.5547308921814,
0.106049299240112,2.57716631889343,
0.100353479385376,2.55105328559875,
0.105930328369141,2.580894947052,
0.101207256317139,2.58151626586914,
0.101677417755127,2.54064464569092,
0.105945110321045,2.55307364463806,
0.099954128265381,2.58138585090637,
0.105840921401978,2.58476233482361,
0.099582433700562,2.5973072052002,
0.098403453826904,2.62452745437622,
0.10605263710022,2.65290331840515,
0.104926824569702,2.56190133094788,
0.099445819854736,2.58925771713257,
0.098368883132935,2.6022047996521,
0.099981069564819,2.58915686607361,
0.106523752212524,2.57307171821594,
0.100509881973267,2.58139133453369,
0.099498748779297,2.54517722129822,
0.103523969650269,2.56878757476807,
0.101588487625122,2.59173822402954,
0.106119632720947,2.59724140167236,
0.098201274871826,2.58018088340759,
0.105397462844849,2.61343741416931,
0.098525285720825,2.59202456474304,
0.099366903305054,2.58681440353394,
0.099540233612061,2.53913450241089,
0.099491357803345,2.58191967010498,
0.100309371948242,2.58440637588501,
0.100192546844482,2.59383535385132,
0.09869647026062,2.56527805328369,
0.101604461669922,2.56497764587402,
0.101073741912842,2.56862735748291,
0.099589824676514,2.58039402961731,
0.100983858108521,2.58327198028564,
0.101801156997681,2.54743361473083,
0.099742889404297,2.58739399909973,
0.10051417350769,2.78396272659302,
0.114872217178345,2.81529951095581,
0.106141328811646,2.75865602493286,
0.107720375061035,2.78604388237,
0.100927591323853,2.50372576713562,
0.098394393920899,2.51894116401672,
0.097857475280762,2.59321618080139,
0.098261117935181,2.65858221054077,
0.108758449554443,2.55766820907593,
0.102256298065186,2.56864833831787,
0.100704193115234,2.59605360031128,
0.106442213058472,2.57400965690613,
0.098342180252075,2.54859185218811,
0.100066900253296,2.56913304328918,
0.100117206573486,2.55769729614258,
0.098481893539429,2.55555486679077,
0.101184844970703,2.56135869026184,
0.099774599075317,2.55505585670471,
0.099958419799805,2.5658814907074,
0.098838090896607,2.57048058509827,
0.099689722061157,2.54095911979675,
0.099561929702759,2.5780234336853,
0.100054025650024,2.54005193710327,
0.098559617996216,2.51143884658813,
0.103752374649048,2.59578418731689,
0.100197553634644,2.5738320350647,
0.107293844223022,2.57508826255798,
0.099174499511719,2.54204344749451,
0.100339651107788,2.57670831680298,
0.106722116470337,2.55977940559387,
0.104277610778809,2.56249833106995,
0.107066631317139,2.60231733322144,
0.100295066833496,2.59580659866333,
0.0995774269104,2.58295297622681,
0.09995174407959,2.55679750442505,
0.098780632019043,2.55008792877197,
0.100900888442993,2.55791425704956,
0.100655078887939,2.56366562843323,
0.105473756790161,2.58362913131714,
0.099937200546265,2.56528091430664,
0.097631454467774,2.55693030357361,
0.099112033843994,2.55023097991943,
0.099093675613403,2.57053375244141,
0.10641360282898,2.57489848136902,
0.099679470062256,2.5704460144043,
0.100651979446411,2.54605579376221,
0.106836557388306,2.58657789230347,
0.099031925201416,2.55120706558228,
0.105697154998779,2.57777976989746,
0.103528738021851,2.53123426437378,
0.101089954376221,2.58422827720642,
0.106551170349121,2.57352900505066,
0.105797529220581,2.56704688072205,
0.100985050201416,2.57174849510193,
0.100382566452026,2.5862557888031,
0.100176095962524,2.53736257553101,
0.102292776107788,2.59463810920715,
0.100037097930908,2.59685659408569,
0.099416017532349,2.56380009651184,
0.099497556686401,2.53936791419983,
0.099975824356079,2.57343316078186,
0.100262880325317,2.57420110702515,
0.107896089553833,2.56542420387268,
0.108550310134888,2.57928490638733,
0.106602668762207,2.58963918685913,
0.105886459350586,2.61409783363342,
0.099317789077759,2.5917444229126,
0.099905729293823,2.59359741210937,
0.101475715637207,2.56606149673462,
0.106582164764404,2.58156776428223,
0.100186347961426,2.59293818473816,
0.106184959411621,2.55370545387268,
0.09951376914978,2.54185223579407,
0.100447654724121,2.5840470790863,
0.101055145263672,2.5646026134491,
0.10035514831543,2.55707669258118,
0.107081651687622,2.593106508255,
0.10041880607605,2.53398132324219,
0.100034475326538,2.55888891220093,
0.106602907180786,2.59396004676819,
0.10581374168396,2.57071900367737,
0.103971004486084,2.68847322463989,
0.09874963760376,2.6329140663147,
0.099428653717041,2.59066867828369,
0.09822416305542,2.57110023498535,
0.100469827651978,2.57382655143738,
0.099488496780396,2.57213044166565,
0.101282835006714,2.56348395347595,
0.099624395370483,2.5867555141449,
0.104693651199341,2.57619643211365,
0.100285291671753,2.56573295593262,
0.100208044052124,2.53699254989624,
0.106175899505615,2.55401706695557,
0.104198455810547,2.5849666595459,
0.098430156707764,2.56888318061829,
0.105640172958374,2.55768489837646,
0.100291728973389,2.58067345619202,
0.098450183868408,2.54589247703552,
0.098324298858643,2.54547142982483,
0.097707509994507,2.54354906082153,
0.104274749755859,2.5759391784668,
0.106674671173096,2.57679533958435,
0.099757671356201,2.52271914482117,
0.098150014877319,2.52806067466736,
0.100054025650024,2.6295371055603,
0.105913639068604,2.59987545013428,
0.099370718002319,2.60708117485046,
0.097657442092896,2.56907749176025,
0.099289894104004,2.53910517692566,
0.098582029342651,2.55710625648499,
0.098392963409424,2.54583382606506,
0.09825325012207,2.56844663619995,
0.099293231964111,2.56131100654602,
0.097465515136719,2.56893920898437,
0.098973989486694,2.55797004699707,
0.099207401275635,2.5955638885498,
0.098286151885986,2.57298970222473,
0.098789930343628,2.57862639427185,
0.106278896331787,2.61383414268494,
0.099088191986084,2.56936240196228,
0.098654747009277,2.55328440666199,
0.099862575531006,2.56944870948791,
0.098781824111939,2.55859804153442,
0.104191780090332,2.75488710403442,
0.102351903915405,2.74547123908997,
0.113559007644653,2.77141284942627,
0.106074333190918,2.62741923332214,
0.098843812942505,2.57369899749756,
0.099854707717896,2.56176018714905,
0.097509622573853,2.55059814453125,
0.107160091400146,2.5721538066864,
0.105173349380493,2.63407039642334,
0.097712993621826,2.60734295845032,
0.108458280563355,2.60105156898499,
0.100481271743774,2.557865858078,
0.105811357498169,2.55420160293579,
0.107013940811157,2.58957552909851,
0.097485065460205,2.56661176681519,
0.098785400390625,2.57194113731384,
0.107049465179443,2.58270478248596,
0.099545955657959,2.56755113601685,
0.096720457077026,2.57060647010803,
0.104814291000366,2.62274885177612,
0.098687887191773,2.54303622245789,
0.098407506942749,2.56055045127869,
0.107119798660278,2.59321188926697,
0.109335422515869,2.598717212677,
0.097346544265747,2.54257702827454,
0.107735157012939,2.573073387146,
0.097960948944092,2.55778884887695,
0.098049640655518,2.56205487251282,
0.10154914855957,2.58002090454102,
0.09890079498291,2.58098316192627,
0.106733560562134,2.61171340942383,
0.100656032562256,2.600093126297,
0.098880767822266,2.59933638572693,
0.10560941696167,2.55489325523376,
0.09804368019104,2.55337905883789,
0.098465919494629,2.59786295890808,
0.098741054534912,2.57112050056458,
0.100131988525391,2.54004430770874,
0.099227666854858,2.60398125648499,
0.106114387512207,2.56247043609619,
0.099440574645996,2.59901309013367,
0.101205110549927,2.58646249771118,
0.099196910858154,2.54359078407288,
0.098695039749146,2.54726839065552,
0.09736442565918,2.52355790138245,
0.097358465194702,2.57415986061096,
0.098571062088013,2.5568675994873,
0.099211692810059,2.60805130004883,
0.106709003448486,2.5815794467926,
0.10207462310791,2.55638670921326,
0.106559276580811,2.57663011550903,
0.10068416595459,2.5826313495636,
0.101479053497314,2.57218503952026,
0.099739789962769,2.56111288070679,
0.107254505157471,2.60633111000061,
0.099151611328125,2.57909512519836,
0.105453014373779,2.55585408210754,
0.097595930099487,2.57607007026672,
0.105982780456543,2.59748387336731,
0.107910633087158,2.57791256904602,
0.09959626197815,2.60535788536072,
0.105695247650146,2.59035277366638,
0.099714040756226,2.5815486907959,
0.107049703598022,2.57023954391479,
0.099215745925903,2.56463479995728,
0.098533153533936,2.52713632583618,
0.107273101806641,2.58465099334717,
0.106707811355591,2.60792088508606,
0.112146615982056,2.60576009750366,
0.107580900192261,2.68567800521851,
0.099626779556275,2.59678983688354,
0.101236581802368,2.55281329154968,
0.100823640823364,2.57410025596619,
0.108119010925293,2.60273766517639,
0.106136560440063,2.65170407295227,
0.106678009033203,2.55212306976318,
0.099775314331055,2.5407223701477,
0.098435878753662,2.57622051239014,
0.099137783050537,2.53067016601562,
0.099054336547852,2.54205632209778,
0.098534107208252,2.55212569236755,
0.097942590713501,2.56912088394165,
0.10657000541687,2.53472518920898,
0.09838342666626,2.58685183525085,
0.099079847335816,2.58268451690674,
0.098755121231079,2.56712102890015,
0.099313735961914,2.58993148803711,
0.107543706893921,2.59417009353638,
0.101012945175171,2.56824946403503,
0.098727941513062,2.56226110458374,
0.099358797073364,2.55777812004089,
0.09853458404541,2.60922765731812,
0.097938776016235,2.63408422470093,
0.09929633140564,2.58619737625122,
0.098485946655274,2.53772115707397,
0.106768608093262,2.58572816848755,
0.097398519515991,2.59233069419861,
0.099343538284302,2.54088020324707,
0.107109069824219,2.56624794006348,
0.099132299423218,2.57212376594543,
0.098929166793823,2.52998352050781,
0.099030733108521,2.5312328338623,
0.098896741867066,2.56911849975586,
0.098431825637817,2.57182478904724,
0.098439931869507,2.57036900520325,
0.100913524627686,2.53944516181946,
0.099998950958252,2.54356026649475,
0.099022626876831,2.54689049720764,
0.097997665405274,2.54833292961121,
0.098140478134155,2.59527730941772,
0.098093271255493,2.54443860054016,
0.107465744018555,2.60705828666687,
0.098172187805176,2.58201503753662,
0.098795890808106,2.53728675842285,
0.097907066345215,2.56838321685791,
0.09936261177063,2.53285050392151,
0.099363088607788,2.53589558601379,
0.09922981262207,2.56418037414551,
0.099790573120117,2.53456449508667,
0.098148584365845,2.55660915374756,
0.100181102752686,2.54762697219849,
0.099852085113525,2.57295155525208,
0.110656023025513,2.58355975151062,
0.098156690597534,2.55755305290222,
0.106016397476196,2.58084797859192,
0.09900164604187,2.56028413772583,
0.107177734375,2.56433629989624,
0.10671854019165,2.55635452270508,
0.100592136383057,2.54239249229431,
0.099114894866943,2.53290605545044,
0.103305578231812,2.53936862945557,
0.097713470458984,2.55860137939453,
0.107991695404053,2.59247088432312,
0.107022523880005,2.55627489089966,
0.098262548446655,2.56271195411682,
0.097777605056763,2.57675576210022,
0.099352836608887,2.57425618171692,
0.104370355606079,2.60535979270935,
0.105265855789185,2.54492974281311,
0.099469184875488,2.55208230018616,
0.099193334579468,2.58995723724365,
0.099020004272461,2.59888076782227,
0.106938123703003,2.62566375732422,
0.099673986434937,2.60509490966797,
0.105645418167114,2.57876563072205,
0.099646329879761,2.56794476509094,
0.099367141723633,2.55481958389282,
0.098773241043091,2.5997633934021,
0.100817203521729,2.56820225715637,
0.103405952453613,2.52297472953796,
0.100772142410278,2.56683659553528,
0.100892305374146,2.59645295143127,
0.09899115562439,2.58330392837524,
0.10706353187561,2.60057973861694,
0.099832534790039,2.53463578224182,
0.105917453765869,2.60738444328308,
0.102835655212402,2.55810117721558,
0.099121332168579,2.60230135917664,
0.099810361862183,2.58239006996155,
0.100787401199341,2.56494307518005,
0.099533796310425,2.56647539138794,
0.101457595825195,2.55169272422791,
0.102417945861816,2.54673647880554,
0.100208520889282,2.54927134513855,
0.101916551589966,2.57477378845215,
0.099746465682983,2.56288075447083,
0.10622763633728,2.61613965034485,
0.10230016708374,2.56942176818848,
0.099792003631592,2.57024002075195,
0.10751223564148,2.62417912483215,
0.10104513168335,2.59303712844849,
0.100018501281738,2.6133406162262,
0.100401639938355,2.58010768890381,
0.107476472854614,2.60754132270813,
0.101095199584961,2.55834817886353,
0.100184440612793,2.61970520019531,
0.106017827987671,2.61608219146729,
0.101600170135498,2.5659487247467,
0.101256370544434,2.54704427719116,
0.100314140319824,2.57491421699524,
0.10098147392273,2.57529520988464,
0.107028484344482,2.61916255950928,
0.100444793701172,2.5538158416748,
0.105584621429443,2.56356954574585,
0.098587036132813,2.54591178894043,
0.099542617797852,2.61990189552307,
0.103986501693726,2.56473588943481,
0.107720851898193,2.58022713661194,
0.098544597625733,2.56903076171875,
0.102363348007202,2.55602383613586,
0.098232269287109,2.54794001579285,
0.099970102310181,2.5458972454071,
0.100024700164795,2.54533934593201,
0.098840236663818,2.55683398246765,
0.100233793258667,2.6114501953125,
0.100630283355713,2.64591550827026,
0.098940134048462,2.69405102729797,
0.105515003204346,2.63785099983215,
0.104645252227783,2.60924649238586,
0.102087736129761,2.59593200683594,
0.100764036178589,2.58872485160828,
0.09826397895813,2.5652437210083,
0.098352193832398,2.55908107757568,
0.101984977722168,2.56248068809509,
0.099740982055664,2.60271501541138,
0.105893611907959,2.6035418510437,
0.100538730621338,2.56097722053528,
0.107953548431396,2.57827472686768,
0.100059747695923,2.54585456848145,
0.100329875946045,2.56852507591248,
0.102063655853271,2.54481220245361,
0.099063158035278,2.57093501091003,
0.106806993484497,2.56229948997498,
0.098100900650024,2.56503057479858,
0.107705593109131,2.55128383636475,
0.106154203414917,2.5728747844696,
0.09980058670044,2.58496880531311,
0.10821270942688,2.59381914138794,
0.103479862213135,2.53718614578247,
0.098845481872559,2.59157299995422,
0.108634948730469,2.56458306312561,
0.099646329879761,2.56743860244751,
0.109726905822754,2.57677364349365,
0.108351230621338,2.60420060157776,
0.098423957824707,2.55748152732849,
0.100205898284912,2.55652332305908,
0.098019123077393,2.5451328754425,
0.099996328353882,2.55522847175598,
0.10797905921936,2.60190391540527,
0.107366561889648,2.57947111129761,
0.101182699203491,2.58803534507751,
0.100487232208252,2.59584832191467,
0.100546360015869,2.63255286216736,
0.099562644958496,2.61022043228149,
0.10733437538147,2.58732843399048,
0.099628925323486,2.57178854942322,
0.09990406036377,2.52831816673279,
0.099380016326904,2.57462024688721,
0.104719638824463,2.57290482521057,
0.106829166412354,2.6007342338562,
0.10082483291626,2.55264592170715,
0.10113263130188,2.62080073356628,
0.109655380249023,2.72815036773682,
0.107161521911621,2.76236891746521,
0.103601932525635,2.70743989944458,
0.10683012008667,2.63226771354675,
0.104952812194824,2.49744629859924,
0.099748849868775,2.51980876922607,
0.100186586380005,2.53555512428284,
0.098589658737183,2.555823802948,
0.098061323165894,2.60160446166992,
0.105658054351807,2.55489993095398,
0.100255966186523,2.50832724571228,
0.097814798355103,2.51492428779602,
0.101196527481079,2.54339146614075,
0.096978425979614,2.55046677589416,
0.098809003829956,2.53193306922913,
0.100991725921631,2.53439402580261,
0.101408004760742,2.55125999450684,
0.102147817611694,2.60168051719666,
0.099443674087524,2.6169068813324,
0.104946136474609,2.61779546737671,
0.105470418930054,2.6062216758728,
0.097559213638306,2.52309918403625,
0.098552942276001,2.56229901313782,
0.099629163742066,2.54187679290771,
0.145249843597412,2.66127705574036,
0.099990129470825,2.55716848373413,
0.099672317504883,2.55012345314026,
0.098549127578735,2.57293057441711,
0.101447105407715,2.60025405883789,
0.100283145904541,2.55785512924194,
0.099547386169434,2.59985160827637,
0.102066278457642,2.58197951316833,
0.101238965988159,2.55448627471924,
0.099176645278931,2.59057331085205,
0.109086513519287,2.58376884460449,
0.099964857101441,2.58037519454956,
0.105435132980347,2.5672459602356,
0.09803032875061,2.53019332885742,
0.108108282089233,2.60710668563843,
0.099384784698486,2.57580399513245,
0.100150585174561,2.63003540039062,
0.100390672683716,2.62977051734924,
0.100621700286865,2.61174035072327,
0.103343963623047,2.58505487442017,
0.099810838699341,2.57105755805969,
0.102851152420044,2.70234084129333,
0.101417303085327,2.85631346702576,
0.102066040039063,2.60487103462219,
0.111300945281982,2.5589919090271,
0.103693723678589,2.68007373809814,
0.10612678527832,2.81921315193176,
0.115190505981445,2.76232385635376,
0.102024078369141,2.72229099273682,
0.100795030593872,2.72795510292053,
0.115053415298462,2.74488687515259,
0.112737894058228,2.69813799858093,
0.106244325637817,2.71700143814087,
0.114423751831055,2.73215317726135,
0.114752769470215,2.69911503791809,
0.11683201789856,2.72864151000977,
0.120943546295166,2.74006652832031,
0.104948282241821,2.72796225547791,
0.103302478790283,2.59225273132324,
0.102686882019043,2.67123627662659,
0.103456258773804,2.63311886787415,
0.107860803604126,2.71686768531799,
0.121281147003174,3.00189089775085,
0.117421865463257,3.35554814338684,
0.161802291870117,2.78140544891357,
0.110482931137085,2.63084101676941,
0.102145433425903,2.76865601539612,
0.108978509902954,3.29079103469849,
0.112560987472534,2.70728373527527,
0.12448263168335,2.81294727325439,
0.10781455039978,2.86985158920288,
0.109665393829346,2.96311831474304,
0.105872869491577,3.03569650650024,
0.126654624938965,3.08343124389648,
0.110743761062622,3.12399172782898,
0.109301328659058,3.07670855522156,
0.120662212371826,3.07638430595398,
0.102558135986328,3.04324555397034,
0.11206316947937,3.04053449630737,
0.118054389953613,3.07384562492371,
0.120598793029785,3.09833335876465,
0.110931396484375,3.07441878318787,
0.108932733535767,2.97435736656189,
0.106796503067017,2.76240634918213,
0.102087020874023,2.61360740661621,
0.106202840805054,2.69619798660278,
0.114471673965454,2.95035409927368,
0.10368800163269,2.74697279930115,
0.110193014144897,2.65663647651672,
0.104680061340332,2.67552447319031,
0.104127407073975,2.63108777999878,
0.101134061813355,2.56081247329712,
0.102126359939575,2.56440091133118,
0.101104736328125,2.55887532234192,
0.101884841918945,2.55161070823669,
0.107602834701538,2.56861138343811,
0.103474378585815,2.60573482513428,
0.10350775718689,2.61157178878784,
0.100063323974609,2.60972237586975,
0.101307392120361,2.57866716384888,
0.109129667282105,2.60226655006409,
0.101752519607544,2.60304069519043,
0.099821329116821,2.62977933883667,
0.101892232894897,2.61762475967407,
0.099254608154297,2.60448455810547,
0.10406494140625,2.60236024856567,
0.108871221542358,2.59670567512512,
0.100240707397461,2.58928751945496,
0.103728771209717,2.55919742584229,
0.110094785690308,2.60406637191772,
0.108503341674805,2.61205363273621,
0.108550071716309,2.59773635864258,
0.101240634918213,2.58037638664246,
0.100644588470459,2.57546305656433,
0.10985255241394,2.56589794158936,
0.102780818939209,2.58884358406067,
0.108535289764404,2.59272623062134,
0.101423740386963,2.57208800315857,
0.109656810760498,2.58137607574463,
0.103744983673096,2.61122584342957,
0.108564376831055,2.64958834648132,
0.100540161132813,2.59721231460571,
0.100035190582275,2.59285950660706,
0.100873231887817,2.57593512535095,
0.099725246429443,2.55468106269836,
0.109028816223145,2.58625221252441,
0.100110054016113,2.54554653167725,
0.108956813812256,2.55834650993347,
0.101421117782593,2.56497859954834,
0.101098537445068,2.55392408370972,
0.100447416305542,2.55264496803284,
0.100532531738281,2.56562972068787,
0.102342367172241,2.58152318000793,
0.099638223648071,2.59781885147095,
0.101539134979248,2.552649974823,
0.098812341690064,2.54033255577087,
0.107298612594605,2.62601733207703,
0.104701042175293,2.58271718025208,
0.101710319519043,2.59856772422791,
0.10996150970459,2.64972615242004,
0.101640701293945,2.63646984100342,
0.103275775909424,2.60172343254089,
0.101365804672241,2.56927633285522,
0.101206064224243,2.57926440238953,
0.101665019989014,2.61554074287415,
0.109124898910522,2.59528398513794,
0.103100776672363,2.56376051902771,
0.10164475440979,2.57648396492004,
0.10010552406311,2.58234190940857,
0.102513313293457,2.58309197425842,
0.100611925125122,2.56637382507324,
0.109157562255859,2.59663796424866,
0.100192546844482,2.53113555908203,
0.100553512573242,2.56673502922058,
0.102405548095703,2.569575548172,
0.100752592086792,2.55048227310181,
0.102191925048828,2.55922293663025,
0.107853412628174,2.54830574989319,
0.099035263061524,2.6007821559906,
0.108930110931396,2.64342427253723,
0.102060556411743,2.59996819496155,
0.100479602813721,2.5924060344696,
0.10808539390564,2.54344248771667,
0.100815534591675,2.56486940383911,
0.102989673614502,2.56547617912292,
0.100483655929565,2.5496335029602,
0.102339029312134,2.56157445907593,
0.110652208328247,2.55898308753967,
0.102753877639771,2.59773635864258,
0.108537912368774,2.58778810501099,
0.107822895050049,2.54261422157288,
0.100496053695679,2.53480243682861,
0.109841346740723,2.55642890930176,
0.09848690032959,2.57907843589783,
0.110535621643066,2.60687351226807,
0.10896635055542,2.62218022346497,
0.110481023788452,2.56381845474243,
0.107634782791138,2.53388118743896,
0.101646661758423,2.57314133644104,
0.100922107696533,2.57459402084351,
0.108221292495728,2.5613374710083,
0.105385065078735,2.53480315208435,
0.098126649856567,2.53892421722412,
0.100476264953613,2.58328485488892,
0.10051155090332,2.58832311630249,
0.099834680557251,2.63916921615601,
0.102012634277344,2.58511567115784,
0.102119445800781,2.58243799209595,
0.100387334823608,2.57699537277222,
0.102136611938477,2.54414629936218,
0.106594800949097,2.58070540428162,
0.103895425796509,2.56098651885986,
0.109439134597778,2.56183266639709,
0.101779937744141,2.53673100471497,
0.101601600646973,2.57278060913086,
0.100984573364258,2.58541631698608,
0.100186347961426,2.56699323654175,
0.108778953552246,2.58237671852112,
0.102437973022461,2.57343316078186,
0.099648952484131,2.55405354499817,
0.102025032043457,2.63249015808105,
0.101428508758545,2.55577516555786,
0.101762771606445,2.55321168899536,
0.100185871124268,2.59009051322937,
0.100262403488159,2.54380941390991,
0.100220203399658,2.56226515769958,
0.102762937545776,2.5808527469635,
0.100991010665894,2.538325548172,
0.100737810134888,2.5735080242157,
0.100574970245361,2.55253195762634,
0.100730180740356,2.57758116722107,
0.109317064285278,2.59780192375183,
0.10033392906189,2.52264976501465,
0.102299451828003,2.58088707923889,
0.100630521774292,2.60696721076965,
0.100912809371948,2.5502610206604,
0.10903787612915,2.59469819068909,
0.108739852905273,2.56219601631165,
0.113526344299316,2.59939622879028,
0.110110282897949,2.60769414901733,
0.110113143920898,2.6428120136261,
0.101195573806763,2.55979681015015,
0.100476264953613,2.54113817214966,
0.108706712722778,2.58749938011169,
0.109467506408691,2.77878713607788,
0.105754852294922,2.72085428237915,
0.10955023765564,2.54225254058838,
0.102254867553711,2.54701375961304,
0.106760025024414,2.58213591575623,
0.100877046585083,2.56887650489807,
0.102168083190918,2.55115818977356,
0.100893974304199,2.56177639961243,
0.10004711151123,2.54677748680115,
0.100248336791992,2.5600802898407,
0.108999013900757,2.55909609794617,
0.109046220779419,2.56763315200806,
0.11015772819519,2.56481289863586,
0.101096630096436,2.56071782112122,
0.102459669113159,2.59177207946777,
0.100821971893311,2.62141299247742,
0.101708889007568,2.57498455047607,
0.100969314575195,2.60411143302917,
0.10079836845398,2.55441832542419,
0.100653886795044,2.57058167457581,
0.108670234680176,2.59940361976624,
0.108153581619263,2.60637497901916,
0.100519418716431,2.57417035102844,
0.107186317443848,2.58701395988464,
0.109013319015503,2.56022071838379,
0.110065698623657,2.58849406242371,
0.101459741592407,2.58891916275024,
0.107190132141113,2.56897330284119,
0.099217653274536,2.53619694709778,
0.100643396377563,2.57064008712769,
0.102204084396362,2.57043838500977,
0.101593732833862,2.55740213394165,
0.102187871932983,2.54134821891785,
0.109419584274292,2.63116550445557,
0.109575748443604,2.58499264717102,
0.101394891738892,2.55331182479858,
0.099934339523316,2.56516647338867,
0.102391481399536,2.53283596038818,
0.107178688049316,2.54659008979797,
0.102399587631226,2.55147480964661,
0.099348545074463,2.54955387115479,
0.100129365921021,2.56602168083191,
0.103224992752075,2.56529092788696,
0.100911140441895,2.54695558547974,
0.100322723388672,2.54439425468445,
0.101476430892944,2.56254386901855,
0.10826587677002,2.62294864654541,
0.10219669342041,2.60755586624145,
0.107966661453247,2.63492918014526,
0.109537839889526,2.61969304084778,
0.102968454360962,2.62594938278198,
0.101233005523682,2.60653162002563,
0.10998272895813,2.60983085632324,
0.111061096191406,2.58046102523804,
0.103605508804321,2.6205141544342,
0.107300996780396,2.5914032459259,
0.103611469268799,2.54232215881348,
0.102166652679443,2.57787370681763,
0.101106405258179,2.55930829048157,
0.101696968078613,2.5979950428009,
0.101277589797974,2.58944988250732,
0.101049661636353,2.58240938186645,
0.102701187133789,2.5718514919281,
0.101579904556274,2.57639861106873,
0.109373092651367,2.6162896156311,
0.102394342422485,2.55777454376221,
0.103244304656982,2.57573413848877,
0.108911514282227,2.56614565849304,
0.1083824634552,2.54697847366333,
0.101504802703857,2.56889009475708,
0.102684497833252,2.55725646018982,
0.100491762161255,2.5419454574585,
0.111737966537476,2.56333613395691,
0.109684944152832,2.56365251541138,
0.108775615692139,2.61808252334595,
0.10818886756897,2.56419038772583,
0.102396249771118,2.56151652336121,
0.107775926589966,2.568284034729,
0.101778030395508,2.58032512664795,
0.101892709732056,2.6259458065033,
0.10131311416626,2.62513875961304,
0.110092639923096,2.57285141944885,
0.102560520172119,2.53367352485657,
0.100718259811401,2.58057475090027,
0.10174560546875,2.54661393165588,
0.101373434066772,2.59422874450684,
0.109739780426025,2.60747623443604,
0.101187944412231,2.59159135818481,
0.100962162017822,2.59445548057556,
0.099503993988037,2.55885457992554,
0.109649181365967,2.57591915130615,
0.108150243759155,2.57974982261658,
0.110424041748047,2.56522226333618,
0.111932277679443,2.6070990562439,
0.102140426635742,2.58173251152039,
0.102927923202515,2.5908350944519,
0.101765394210815,2.55410861968994,
0.101380825042725,2.56871294975281,
0.102392435073853,2.59227800369263,
0.102119207382202,2.59107327461243,
0.109522819519043,2.64388108253479,
